t,S,E,I1,I2,R,G1,G2,I_total,G_total,h
1.4000000000000001,0.9889843273901077,0.006943172462971619,0.0022424176502550885,0.0014437476287854267,0.0003863348678802363,0.0,0.0,0.0036861652790405154,0.0,0.0
1.4500000000000002,0.9889365054947802,0.006921755801103332,0.002280075194912081,0.0014574135211666056,0.0004042499880378409,0.0,0.0,0.0037374887160786865,0.0,0.0
1.5,0.9888879722859706,0.006901273576895873,0.0023173714231080086,0.0014709647833250285,0.00042241793070050486,0.0,0.0,0.003788336206433037,0.0,0.0
1.55,0.988838734797875,0.006881709538187912,0.0023543150500345647,0.0014844044902070368,0.00044083612369554876,0.0,0.0,0.0038387195402416014,0.0,0.0
1.6,0.9887887998970685,0.006863047761674193,0.002390914625934327,0.0014977356589531343,0.00045950205636971915,0.0,0.0,0.0038886502848874613,0.0,0.0
1.6500000000000001,0.9887381742856786,0.006845272646475647,0.0024271785393757427,0.0015109612500500097,0.0004784132784199857,0.0,0.0,0.003938139789425752,0.0,0.0
1.7000000000000002,0.9886868645044936,0.006828368907835065,0.002463115020463801,0.0015240841684599415,0.0004975673987475423,0.0,0.0,0.003987199188923742,0.0,0.0
1.75,0.9886348769360138,0.006812321570935949,0.002498732143987663,0.00153710726472804,0.0005169620843345593,0.0,0.0,0.004035839408715703,0.0,0.0
1.8,0.9885822178074405,0.006797115964842115,0.00253403783250647,0.0015500333360677486,0.0005365950591432364,0.0,0.0,0.004084071168574219,0.0,0.0
1.85,0.988528893193608,0.006782737716555766,0.0025690398593745476,0.0015628651274250357,0.0005564641030367213,0.0,0.0,0.0041319049867995835,0.0,0.0
1.9000000000000001,0.988474909019858,0.0067691727451917065,0.002603745851707189,0.0015756053325216917,0.0005765670507214631,0.0,0.0,0.004179351184228881,0.0,0.0
1.9500000000000002,0.9884202710648576,0.006756407256265486,0.0026381632932881796,0.0015882565948781417,0.0005969017907105787,0.0,0.0,0.004226419888166321,0.0,0.0
2.0,0.9883649849633626,0.006744427736093248,0.002672299527420206,0.0016008215088161725,0.000617466264307821,0.0,0.0,0.004273121036236378,0.0,0.0
